Name,Division Tr,Division Rk,Wins by Kn,Wins by Su,First Roun,Wins by De,Striking ac,Sig. Strike,Takedownr,Sig. Str. La,Sig. Str. At,Submissio,Sig. Str. De,Knockdow,Average Sig,Event_1_H,Event_1_D,Event_1_R,Event_1_Ti,Event_1_M,Event_2_H,Event_2_D,Event_2_R,Event_2_Ti,Event_2_M,Event_3_H,Event_3_D,Event_3_R,Event_3_Ti,Event_3_M,Status,Place_ct,Fighting_s,Age,Height,Weight,Octagon_Reach,Leg_reach,Reach,Trains_at,Fight,Win,Title,Defeat,Former Champion
BrunaBrasil,Women's Strawweight,,0,0,0,0,64.6,312,8,312,483,0,,1,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 6""",125 lbs,,,"65.5""",Fighting Nerds,,,,,
BrunnoFerreira,Middleweight,,0,0,0,0,52.3,169,4,169,323,0,,4,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 10""",186 lbs,,,"72""",Brazilian TKO,,,,,
BrunoAssis,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"6' 2""",185 lbs,,,"78""",American Top Team,,,,,
BrunoKorea,Flyweight,,0,0,0,0,46.4,52,0,52,112,0,,1,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 6""",125 lbs,,,"65""",Tata Fight Team,,,,,
BrunoLopes,Light Heavyweight,,0,0,0,0,49.6,126,5,126,254,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"6' 2""",206 lbs,,,"74""",011 MMA Team,,,,,
BrunoOliveira dos Santos,Featherweight,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 7""",145 lbs,,,,,,,,,
BrunoOliveira dos Santos,Featherweight,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 7""",145 lbs,,,,,,,,,
BrunoSilva,Middleweight,,0,0,0,0,53.7,489,5,489,910,0,,2,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 0""",187 lbs,,,"74""",Evolucao Thai,,,,,
BrunoSouza Silva,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 10""",170 lbs,,,,,,,,,
BryanBarberena,Welterweight,,0,0,0,0,59.5,1969,2,1969,3308,0,,6,,,,,,,,,,,,,,,,,Active,,,36.0,"6' 0""",186 lbs,,,"72.5""",Gym-O,,,,,
BryanBattle,Middleweight,,0,0,0,0,57.7,526,4,526,912,0,,2,,,,,,,,,,,,,,,,,Active,,,30.0,"6' 1""",175 lbs,,,"77""",Carolina Combat Sports & Fitness,,,,,
BryanCaraway,Bantamweight,,0,0,0,0,49.5,649,19,649,1310,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 8""",135 lbs,,,"68""",Xtreme Couture,,,,,
BryceMitchell,Bantamweight,,0,0,0,0,72.3,745,30,745,1030,0,,1,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 10""",136 lbs,,,"70""",Barata MMA,,,,,
BubbaBush,Middleweight,,0,0,0,0,73.3,33,3,33,45,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"6' 0""",185 lbs,,,"73.5""",Brazos Valley MMA,,,,,
BubbaMcDaniel,,,0,0,0,0,66.3,136,2,136,205,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 3""",205 lbs,,,"75""",Jackson-Wink MMA,,,,,
BuddyRoberts,Middleweight,,0,0,0,0,51.0,101,0,101,198,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 2""",185 lbs,,,,Jackson-Wink MMA,,,,,
ByronBloodworth,Bantamweight,,0,0,0,0,32.3,30,0,30,93,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 8""",135 lbs,,,"69""",Iron Clutch Fitness,,,,,
CJKeith,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 0""",155 lbs,,,,Pro Buhawe,,,,,
CainCarrizosa,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 0""",155 lbs,,,"74""",,,,,,
CainVelasquez,Heavyweight,,0,0,0,0,69.4,1465,34,1465,2111,0,,10,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 1""",248 lbs,,,"77""",AKA (American Kickboxing Academy),,,,,
CaioBittencourt,Middleweight,,0,0,0,0,66.7,10,0,10,15,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"6' 0""",185 lbs,,,"75""",Roxo Strike Team,,,,,
CaioBorralho,Middleweight,,0,0,0,0,66.2,627,12,627,947,0,,4,,,,,,,,,,,,,,,,,Active,,,32.0,"6' 1""",186 lbs,,,"75""",Fighting Nerds,,,,,
CaioMachado,Light Heavyweight,,0,0,0,0,57.5,415,0,415,722,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"6' 4""",205 lbs,,,"78""",FKP MMA Vancouver,,,,,
CaioMagalhaes,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"6' 1""",185 lbs,,,"73""",Teixeira MMA & Fitness,,,,,
CalenBorn,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 8""",170 lbs,,,"72""",Chute Boxe,,,,,
CaleYarbrough,Light Heavyweight,,0,0,0,0,27.3,6,0,6,22,0,,0,,,,,,,,,,,,,,,,,Active,,,,,205 lbs,,,,,,,,,
CallanPotter,Featherweight,,0,0,0,0,63.0,138,4,138,219,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"6' 0""",170 lbs,,,"72""",Renegade MMA,,,,,
CalvinKattar,Featherweight,,0,0,0,0,39.9,1063,5,1063,2666,0,,5,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 11""",146 lbs,,,"72""",New England Cartel,,,,,
CalWorsham,,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,
CameronChurch,Lightweight,,0,0,0,0,48.3,97,0,97,201,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 11""",155 lbs,,,"72""",Escobar Training Grounds,,,,,
CameronDollar,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 11""",145 lbs,,,,Colorado Fight Factory,,,,,
CameronElse,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 9""",135 lbs,,,"71""",Jackson-Wink MMA,,,,,
CameronOlson,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 1""",205 lbs,,,,,,,,,
CameronSaaiman,Bantamweight,,0,0,0,0,53.2,481,4,481,904,0,,2,,,,,,,,,,,,,,,,,Active,,,24.0,"5' 8""",135 lbs,,,"67""",CIT Performance Institute,,,,,
CameronSmotherman,Bantamweight,,0,0,0,0,38.1,195,0,195,512,0,,0,,,,,,,,,,,,,,,,,Active,,,27.0,"5' 9""",136 lbs,,,"69""",Metro Fight Club,,,,,
CameronVanCamp,Lightweight,,0,0,0,0,47.9,34,0,34,71,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"6' 2""",155 lbs,,,"74""",Indy Boxing & Grappling,,,,,
CamRowston,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"6' 2""",184 lbs,,,"78""",City Kickboxing,,,,,
CanaanKawaihae,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,27.0,"6' 0""",145 lbs,,,"71""",,,,,,
CaolánLoughran,Bantamweight,,0,0,0,0,45.7,351,12,351,768,0,,0,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 6""",136 lbs,,,"68""",Team Kaobon,,,,,
CaolUno,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,50.0,"5' 7""",145 lbs,,,"70""",Freelance,,,,,
CarlaEsparza,Women's Strawweight,,0,0,0,0,62.8,1352,47,1352,2153,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 1""",115 lbs,,,"63""",Team Oyama,,,,,
CarliJudice,Women's Flyweight,,0,0,0,0,53.6,502,2,502,936,0,,2,,,,,,,,,,,,,,,,,Active,,,26.0,"5' 7""",125 lbs,,,"68""",Headkicks MMA,,,,,
CarlosCandelario,Flyweight,,0,0,0,0,54.4,310,8,310,570,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 8""",128 lbs,,,"68""",Underdog BJJ,,,,,
CarlosCondit,Welterweight,,0,0,0,0,52.0,1723,9,1723,3316,0,,6,,,,,,,,,,,,,,,,,Active,,,41.0,"6' 2""",171 lbs,,,"75.5""",Jackson-Wink MMA,,,,,
Carlos EduardoRocha,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,43.0,"5' 10""",170 lbs,,,"70""",Team Nogueira,,,,,
CarlosFelipe,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"6' 0""",259 lbs,,,"75""",Life MMA,,,,,
CarlosHernandez,Flyweight,,0,0,0,0,47.4,379,9,379,799,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 8""",126 lbs,,,"67""",Valle Flow Striking,,,,,
CarlosHuachin,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 5""",135 lbs,,,"67""",Pitbull Martial Arts Center,,,,,
CarlosLeal,Welterweight,,0,0,0,0,54.7,232,1,232,424,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 11""",170 lbs,,,"74""",Thai Brasil,,,,,
CarlosMota,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 6""",125 lbs,,,,,,,,,
CarlosNewton,Middleweight,,0,0,0,0,63.9,129,10,129,202,0,,2,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,
CarlosPrates,Welterweight,,0,0,0,0,54.6,215,1,215,394,0,,8,,,,,,,,,,,,,,,,,Active,,,31.0,"6' 1""",171 lbs,,,"78""",Fighting Nerds,,,,,
CarlosUlberg,Light Heavyweight,,0,0,0,0,55.9,540,3,540,966,0,,6,,,,,,,,,,,,,,,,,Active,,,34.0,"6' 4""",205 lbs,,,"77""",City Kickboxing,,,,,
CarlosVera,Bantamweight,,0,0,0,0,69.5,73,0,73,105,0,,1,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 6""",136 lbs,,,"69""",Fifty/50 Martial Arts Academy,,,,,
CarloPedersoli Jr.,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 11""",170 lbs,,,"75""",Aurora MMA,,,,,
CarloPrater,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44.0,"6' 0""",155 lbs,,,"72""",Thugjitsu ,,,,,
CarlstonHarris,Welterweight,,0,0,0,0,51.9,296,5,296,570,0,,2,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 0""",170 lbs,,,"76""",Renovacao Fight Team,,,,,
CarlsJohn de Tomas,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,28.0,"5' 7""",135 lbs,,,"71.5""",De Tomas MMA,,,,,
CarltonMinus,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 10""",145 lbs,,,"75""",Avalanche Wrestling Association,,,,,
CarlDeaton,Lightweight,,0,0,0,0,36.9,52,0,52,141,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 7""",155 lbs,,,"69""",The Academy MN,,,,,
CarmeloMarrero,,,0,0,0,0,61.8,97,6,97,157,0,,0,,,,,,,,,,,,,,,,,Active,,,44.0,"6' 2""",205 lbs,,,"73""",American Top Team,,,,,
CarosFodor,Lightweight,,0,0,0,0,63.0,80,3,80,127,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 9""",155 lbs,,,"74""",AMC Pankration,,,,,
CarreseArcher,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 0""",170 lbs,,,,Team Bodyshop,,,,,
CaseyKenney,Bantamweight,,0,0,0,0,44.2,722,10,722,1632,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 7""",136 lbs,,,"68""",MMA LAB,,,,,
CaseyO'Neill,Women's Flyweight,,0,0,0,0,59.3,948,8,948,1599,0,,0,,,,,,,,,,,,,,,,,Active,,,27.0,"5' 6""",125 lbs,,,"69""",Fight Ready,,,,,
CathalPendred,Welterweight,,0,0,0,0,51.6,248,12,248,481,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"6' 2""",170 lbs,,,"75""",,,,,,
CatZingano,Women's Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"5' 6""",145 lbs,,,"68""",Zingano BJJ,,,,,
CBDollaway,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"6' 2""",185 lbs,,,"76""",Power MMA Team,,,,,
CedricDoumbé,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 8""",170 lbs,,,"75""",,,,,,
CesarAlmeida,Middleweight,,0,0,0,0,68.8,396,0,396,576,0,,1,,,,,,,,,,,,,,,,,Active,,,37.0,"6' 1""",185 lbs,,,"74""",Teixeira MMA & Fitness,,,,,
CesarArzamendia,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 11""",155 lbs,,,"71""",,,,,,
CesarMarscucci,Lightweight,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,
CezarFerreira,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"6' 1""",215 lbs,,,"78""",MMA Masters,,,,,
ChadAnheliger,Bantamweight,,0,0,0,0,56.6,466,4,466,823,0,,3,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 6""",135 lbs,,,"64.5""",Champion's Creed MMA,,,,,
ChadGriggs,Light Heavyweight,,0,0,0,0,77.7,80,1,80,103,0,,0,,,,,,,,,,,,,,,,,Active,,,47.0,"6' 3""",205 lbs,,,"73""",APEX MMA,,,,,
ChadHanekom,Middleweight,,0,0,0,0,58.6,17,0,17,29,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 4""",185 lbs,,,"74""",Fight Fit Militia,,,,,
ChadJohnson,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 2""",215 lbs,,,"80""",Roufusport,,,,,
ChadLaprise,Welterweight,,0,0,0,0,45.3,461,6,461,1017,0,,3,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 10""",170 lbs,,,"71""",Adrenaline Training Center,,,,,
ChadMendes,Featherweight,,0,0,0,0,53.5,441,27,441,824,0,,8,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 6""",145 lbs,,,"66""",Team Alpha Male,,,,,
ChadReiner,,,0,0,0,0,55.8,43,1,43,77,0,,0,,,,,,,,,,,,,,,,,Active,,,,"5' 11""",170 lbs,,,,,,,,,
ChaelSonnen,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,48.0,"6' 1""",205 lbs,,,"74""",Gracie Barra Portland,,,,,
ChanceRencountre,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 2""",170 lbs,,,"75""",Alliance MMA,,,,,
ChandlerCole,Heavyweight,,0,0,0,0,57.7,15,0,15,26,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 10""",264 lbs,,,"72.5""",,,,,,
ChangHoLee,Bantamweight,,0,0,0,0,71.0,289,4,289,407,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 8""",136 lbs,,,"69""",Extreme Combat,,,,,
ChanmiJeon,Women's Strawweight,,0,0,0,0,32.2,192,0,192,596,0,,0,,,,,,,,,,,,,,,,,Active,,,27.0,"5' 5""",115 lbs,,,"67""",Kukje Gym,,,,,
Chan SungJung,Featherweight,,0,0,0,0,47.9,775,8,775,1617,0,,3,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 7""",146 lbs,,,"72""",Fight Ready,,,,,
CharalamposGrigoriou,Bantamweight,,0,0,0,0,54.3,75,4,75,138,0,,2,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 7""",136 lbs,,,"67.5""",Serra-Longo Fight Team ,,,,,
CharlesByrd,Middleweight,,0,0,0,0,65.5,169,5,169,258,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 10""",185 lbs,,,"73""",Fortis MMA,,,,,
CharlesJohnson,Flyweight,,0,0,0,0,54.8,936,5,936,1707,0,,3,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 9""",125 lbs,,,"70""",Murcielago MMA,,,,,
CharlesJourdain,Bantamweight,,0,0,0,0,54.9,1260,4,1260,2296,0,,6,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 9""",135 lbs,,,"69""",Brazilian Top Team Canada,,,,,
CharlesMcCarthy,Middleweight,,0,0,0,0,26.7,12,3,12,45,0,,0,,,,,,,,,,,,,,,,,Active,,,44.0,"5' 10""",185 lbs,,,"71.5""",American Top Team,,,,,
CharlesOliveira,Lightweight,,0,0,0,0,63.0,1289,39,1289,2046,0,,8,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 10""",155 lbs,,,"74""",Chute Boxe,,,,,
CharlesRadtke,Welterweight,,0,0,0,0,57.0,146,1,146,256,0,,2,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 9""",171 lbs,,,"72""",Valle Flow Striking,,,,,
CharlesRosa,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 9""",145 lbs,,,"69""",American Combat Gym,,,,,
CharlieBrenneman,Lightweight,,0,0,0,0,77.4,516,24,516,667,0,,0,,,,,,,,,,,,,,,,,Active,,,44.0,"5' 10""",155 lbs,,,"70""",AMA Fight Club,,,,,
CharlieCampbell,Lightweight,,0,0,0,0,60.7,159,4,159,262,0,,1,,,,,,,,,,,,,,,,,Active,,,30.0,"6' 0""",155 lbs,,,"72.5""",Serra-Longo Fight Team ,,,,,
CharlieOntiveros,Middleweight,,0,0,0,0,49.5,45,0,45,91,0,,2,,,,,,,,,,,,,,,,,Active,,,33.0,"6' 2""",155 lbs,,,"78""",W4R Training Center,,,,,
CharlieValencia,Bantamweight,,0,0,0,0,50.0,5,0,5,10,0,,0,,,,,,,,,,,,,,,,,Active,,,,"5' 3""",136 lbs,,,"64.5""",,,,,,
CharlieWard,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44.0,"5' 11""",185 lbs,,,"75""",SBG Ireland,,,,,
ChaseGibson,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 10""",145 lbs,,,"72""",California Mixed Martial Marts,,,,,
ChaseGormley,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"6' 3""",265 lbs,,,,Reign MMA,,,,,
ChaseHooper,Lightweight,,0,0,0,0,61.0,1064,21,1064,1744,0,,1,,,,,,,,,,,,,,,,,Active,,,25.0,"6' 1""",156 lbs,,,"74""",Combat Sport and Fitness,,,,,
ChaseSherman,Heavyweight,,0,0,0,0,47.5,1055,1,1055,2222,0,,3,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 4""",254 lbs,,,"78""",Kill Cliff FC,,,,,
ChaseWaldon,Middleweight,,0,0,0,0,37.5,3,1,3,8,0,,0,,,,,,,,,,,,,,,,,Active,,,,"6' 2""",185 lbs,,,"75""",,,,,,
ChasSkelly,Featherweight,,0,0,0,0,55.3,404,11,404,731,0,,2,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 11""",145 lbs,,,"72""",Team Takedown,,,,,
CheickKongo,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,50.0,"6' 4""",247 lbs,,,"84""",Kongo Smashin' Club,,,,,
ChelseaChandler,Women's Bantamweight,,0,0,0,0,54.4,303,3,303,557,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 8""",134 lbs,,,"68""",Cesar Gracie Jiu-Jitsu,,,,,
ChelseaHackett,Women's Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,26.0,"5' 4""",125 lbs,,,"66""",Potential Unlimited Mixed Martial Arts,,,,,
ChepeMariscal,Featherweight,,0,0,0,0,68.1,696,13,696,1022,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 7""",146 lbs,,,"69""",Elevation Fight Team,,,,,
CheyanneVlismas,Women's Strawweight,,0,0,0,0,54.7,375,1,375,685,0,,1,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 3""",115 lbs,,,"63""",Xtreme Couture,,,,,
CheydenLeialoha,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 8""",145 lbs,,,"73""",Gracie Technics,,,,,
CheMills,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 1""",170 lbs,,,"76""",Trojan Free Fighters,,,,,
ChibwikemOnyenegecha,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"6' 3""",185 lbs,,,,,,,,,
ChicoCamus,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 6""",135 lbs,,,"66""",Roufusport,,,,,
ChidiNjokuani,Welterweight,,0,0,0,0,67.3,600,0,600,892,0,,4,,,,,,,,,,,,,,,,,Active,,,36.0,"6' 3""",171 lbs,,,"80""",Janjira Muay Thai,,,,,
ChiLewis-Parry,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"6' 9""",244 lbs,,,,AKA (American Kickboxing Academy),,,,,
ChristianAguilera,Welterweight,,0,0,0,0,41.0,32,0,32,78,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 9""",170 lbs,,,"72""",Team Oyama,,,,,
ChristianColombo,Heavyweight,,0,0,0,0,67.9,36,0,36,53,0,,0,,,,,,,,,,,,,,,,,Active,,,44.0,"6' 5""",260 lbs,,,"80.5""",Combat Sports Academy,,,,,
Christian LeroyDuncan,Middleweight,,0,0,0,0,65.1,421,1,421,647,0,,1,,,,,,,,,,,,,,,,,Active,,,30.0,"6' 2""",186 lbs,,,"79""",Range MMA Academy,,,,,
ChristianLohsen,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"6' 2""",155 lbs,,,"75""",Darkwolf MMA,,,,,
ChristianMorecraft,Heavyweight,,0,0,0,0,48.1,151,6,151,314,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 6""",260 lbs,,,"81""",Team BombSquad,,,,,
ChristianRodriguez,Featherweight,,0,0,0,0,57.3,584,14,584,1020,0,,0,,,,,,,,,,,,,,,,,Active,,,27.0,"5' 7""",146 lbs,,,"71.5""",Roufusport,,,,,
ChristianWellisch,Light Heavyweight,,0,0,0,0,37.4,181,3,181,484,0,,1,,,,,,,,,,,,,,,,,Active,,,44.0,"6' 2""",234 lbs,,,"77.5""",AKA (American Kickboxing Academy),,,,,
ChristinaMarks,Women's Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 7""",125 lbs,,,"69""",Fight Ugly,,,,,
ChristosGiagos,Lightweight,,0,0,0,0,50.0,528,22,528,1057,0,,1,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 10""",156 lbs,,,"71.5""",Kill Cliff FC,,,,,
ChrisAvila,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 7""",155 lbs,,,"72""",Cesar Gracie Jiu-Jitsu,,,,,
ChrisBarnett,Heavyweight,,0,0,0,0,54.1,217,0,217,401,0,,1,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 9""",264 lbs,,,"75""",Hardcore Gym,,,,,
ChrisBeal,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 7""",135 lbs,,,"69""",KnuckleHeadz Boxing,,,,,
ChrisBirchler,Light Heavyweight,,0,0,0,0,47.8,43,0,43,90,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 3""",205 lbs,,,,AllStar BJJ,,,,,
ChrisBrennan,,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,
ChrisCamozzi,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 3""",203 lbs,,,"78""",FactoryX Muay Thai,,,,,
ChrisCariaso,Flyweight,,0,0,0,0,51.1,837,10,837,1639,0,,0,,,,,,,,,,,,,,,,,Active,,,44.0,"5' 3""",125 lbs,,,"63.5""",Fight and Fitness,,,,,
ChrisClements,Welterweight,,0,0,0,0,57.4,230,0,230,401,0,,2,,,,,,,,,,,,,,,,,Active,,,49.0,"5' 10""",170 lbs,,,"70""",Team Tompkins,,,,,
ChrisCondo,Heavyweight,,0,0,0,0,33.3,1,0,1,3,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,
ChrisCope,Welterweight,,0,0,0,0,30.6,108,0,108,353,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 0""",170 lbs,,,"72""",,,,,,
ChrisCurtis,Welterweight,,0,0,0,0,52.5,993,0,993,1893,0,,4,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 10""",170 lbs,,,"75.5""",Xtreme Couture,,,,,
ChrisDaukaus,Heavyweight,,0,0,0,0,52.0,168,0,168,323,0,,6,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 3""",205 lbs,,,"76""",Martinez BJJ,,,,,
ChrisDempsey,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 11""",185 lbs,,,"72""",Cold Steel MMA,,,,,
Chrisde la Rocha,Heavyweight,,0,0,0,0,52.2,169,4,169,324,0,,0,,,,,,,,,,,,,,,,,Active,,,46.0,"6' 3""",243 lbs,,,"80.3""",Forge Combat Academy,,,,,
ChrisDuncan,Lightweight,,0,0,0,0,47.8,237,14,237,496,0,,2,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 10""",155 lbs,,,"71""",American Top Team,,,,,
ChrisFishgold,Featherweight,,0,0,0,0,35.5,82,6,82,231,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 8""",149 lbs,,,"68""",Next Generation UK,,,,,
