Name,Division_Title,Division_Record,Status,Age,Height,Weight,Reach,Leg_Reach,Octagon_Reach,Trains_at,Fighting_Style,Total_Fights,Wins,Losses,Draws,Win_Percentage,Title_Defenses,Former_Champion,Fight_Win_Streak,Octagon_Debut,Wins_by_KO_TKO,Wins_by_SUB,Wins_by_DEC,First_Round_Wins,Sig_Strikes_Landed,Sig_Strikes_Attempted,Striking_Accuracy,Striking_Defense,Sig_Strikes_Landed_Per_Min,Sig_Strikes_Absorbed_Per_Min,Average_Sig_Strikes,Sig_Strikes_Head_Pct,Sig_Strikes_Body_Pct,Sig_Strikes_Leg_Pct,Takedowns_Landed,Takedowns_Attempted,Takedown_Accuracy,Takedown_Defense,Takedown_Avg_Per_15_Min,Submissions,Submission_Avg_Per_15_Min,Knockdowns,Knockdown_Avg,Average_Fight_Time,Control_Time,Event_1_Headline,Event_1_Date,Event_1_Result,Event_1_Time,Event_1_Method,Event_2_Headline,Event_2_Date,Event_2_Result,Event_2_Time,Event_2_Method,Event_3_Headline,Event_3_Date,Event_3_Result,Event_3_Time,Event_3_Method,Country,Place_of_Birth,Nickname,Stance,Birth_Date,Team,KO_TKO_Wins,Submission_Wins,Decision_Wins,Total_Control_Time,Total_Advancements,Total_Reversals,Total_Slams,Distance_Strikes,Clinch_Strikes,Ground_Strikes,Head_Strikes,Body_Strikes,Leg_Strikes,UFC_Debut_Date,Title_Fight_Record,Main_Event_Record,Fight_of_Night_Awards,Performance_of_Night_Awards
AbnerLloveras,Lightweight Division,nan-nan,Active,42.0,"5' 11""",155 lbs,"71""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,9/4/1982 (42),,,,,,,,,,,,,,,,,,,
AbubakarNurmagomedov,Welterweight Division,nan-nan,Active,35.0,"5' 11""",170 lbs,"72""",,,AKA (American Kickboxing Academy),Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,246,378,65.1,34.9,246.0,,,,,,4,0,0,0,60.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,11/13/1989 (35),AKA (American Kickboxing Academy),,,,,,,,,,,,,,,,,,
AbusMagomedov,Middleweight Division,nan-nan,Active,34.0,"6' 2""",185 lbs,"78""",,,UFD Gym,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,319,607,52.6,47.4,319.0,,,,,,12,0,0,0,180.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,9/2/1990 (34),UFD Gym,,,,,,,,,,,,,,,,,,
AbuAzaitar,Middleweight Division,nan-nan,Active,39.0,"5' 9""",186 lbs,"76""",,,Combat Club Cologne,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,364,640,56.9,43.1,364.0,,,,,,3,0,0,0,45.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Captain Morocco,Orthodox,3/10/1986 (39),Combat Club Cologne,,,,,,,,,,,,,,,,,,
AcácioDos Santos,Light Heavyweight Division,nan-nan,Active,33.0,"6' 4""",201 lbs,"79""",,,Power Lotus Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AchillesEstremadura,Lightweight Division,nan-nan,Active,33.0,"5' 10""",156 lbs,"68""",,,Axe Capoeira Vancouver,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,3/11/1992 (33),Axe Capoeira Vancouver,,,,,,,,,,,,,,,,,,
AdamAntolin,Flyweight Division,nan-nan,Active,43.0,"5' 5""",125 lbs,"63""",,,AKA (American Kickboxing Academy),Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,2/28/1982,AKA (American Kickboxing Academy),,,,,,,,,,,,,,,,,,
AdamCella,Welterweight Division,nan-nan,Active,40.0,"6' 2""",170 lbs,"78""",,,Finney's HIT Squad,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,6/26/1985,Finney's HIT Squad,,,,,,,,,,,,,,,,,,
AdamFugitt,Welterweight Division,nan-nan,Active,36.0,"6' 1""",171 lbs,"77""",,,Fight Ready,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,215,443,48.5,51.5,215.0,,,,,,5,0,0,0,75.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Southpaw,1/12/1989 (36),Fight Ready,,,,,,,,,,,,,,,,,,
AdamHunter,Middleweight Division,nan-nan,Active,41.0,"6' 1""",185 lbs,"73""",,,Synergy Fight Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Warhammer,Orthodox,10/16/1983,Synergy Fight Team,,,,,,,,,,,,,,,,,,
AdamKhaliev,Welterweight Division,nan-nan,Active,41.0,"5' 10""",170 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,4/16/1984,,,,,,,,,,,,,,,,,,,
AdamMilstead,Light Heavyweight Division,nan-nan,Active,37.0,"6' 3""",205 lbs,"76""",,,Pittsburgh Fight Club,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,156,303,51.5,48.5,156.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,The Prototype,Orthodox,7/3/1987,Pittsburgh Fight Club,,,,,,,,,,,,,,,,,,
AdamWieczorek,Heavyweight Division,nan-nan,Active,33.0,"6' 5""",250 lbs,"81""",,,AKS Chorzow,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,118,222,53.2,46.8,118.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Siwy,Orthodox,2/5/1992,AKS Chorzow,,,,,,,,,,,,,,,,,,
AdamYandiev,Middleweight Division,nan-nan,Active,36.0,"5' 9""",185 lbs,"74""",,,Fight or Die,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,0.0,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Boroda,Orthodox,7/7/1988,Fight or Die,,,,,,,,,,,,,,,,,,
AdlanAmagov,Welterweight Division,nan-nan,Active,40.0,"6' 2""",170 lbs,"76""",,,Jackson-Wink MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,86,163,52.8,47.2,86.0,,,,,,6,0,0,0,90.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,Borz,Orthodox,8/27/1984,Jackson-Wink MMA,,,,,,,,,,,,,,,,,,
AdliEdwards,Featherweight Division,nan-nan,Active,35.0,"5' 10""",145 lbs,"72""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Sunshine,,8/28/1989 (35),,,,,,,,,,,,,,,,,,,
AdrianoMartins,Lightweight Division,nan-nan,Active,43.0,"5' 10""",155 lbs,"72""",,,Top Life Amazonas,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Southpaw,6/12/1982,Top Life Amazonas,,,,,,,,,,,,,,,,,,
AdrianoSantos,Middleweight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,21,47,44.7,55.3,21.0,,,,,,2,0,0,0,30.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdrianDiaz,Featherweight Division,nan-nan,Active,37.0,"5' 10""",145 lbs,,,,Team Alpha Male,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,10,15,66.7,33.3,10.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Southpaw,4/26/1988,Team Alpha Male,,,,,,,,,,,,,,,,,,
AdrianSerrano,nan Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,55,79,69.6,30.4,55.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdrianYanez,Bantamweight Division,nan-nan,Active,31.0,"5' 7""",136 lbs,"70""",,,Metro Fight Club,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,432,1029,42.0,58.0,432.0,,,,,,0,0,0,0,0.0,0,0.0,7,105.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,11/29/1993 (31),Metro Fight Club,,,,,,,,,,,,,,,,,,
AhejiangAilinuer,Featherweight Division,nan-nan,Active,,"5' 10""",145 lbs,"70""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AhmadHassanzada,Lightweight Division,nan-nan,Active,28.0,"6' 1""",155 lbs,"75""",,,Team Alpha Male,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,132,256,51.6,48.4,132.0,,,,,,4,0,0,0,60.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Lion of the Ring,Orthodox,11/20/1996 (28),Team Alpha Male,,,,,,,,,,,,,,,,,,
AiemannZahabi,Featherweight Division,nan-nan,Active,37.0,"5' 8""",142 lbs,"68.5""",,,TriStar Gym,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,485,1019,47.6,52.4,485.0,,,,,,1,0,0,0,15.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,11/19/1987 (37),TriStar Gym,,,,,,,,,,,,,,,,,,
AilinPerez,Women's Bantamweight Division,nan-nan,Active,30.0,"5' 5""",135 lbs,"66""",,,The Goat Shed,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,462,704,65.6,34.4,462.0,,,,,,23,0,0,0,345.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,Fiona,Switch,10/5/1994 (30),The Goat Shed,,,,,,,,,,,,,,,,,,
AislingDaly,Women's Strawweight Division,nan-nan,Active,37.0,"5' 3""",115 lbs,"64""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,268,376,71.3,28.7,268.0,,,,,,5,0,0,0,75.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Ais The Bash,Orthodox,12/24/1987,,,,,,,,,,,,,,,,,,,
AJCunningham,Bantamweight Division,nan-nan,Active,30.0,"5' 10""",136 lbs,"71""",,,Law School MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,124,417,29.7,70.3,124.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,The Savage,Orthodox,9/7/1994 (30),Law School MMA,,,,,,,,,,,,,,,,,,
AJDobson,Middleweight Division,nan-nan,Active,33.0,"6' 1""",185 lbs,"76""",,,Carlson Gracie Team Ohio,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,299,587,50.9,49.1,299.0,,,,,,6,0,0,0,90.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,1/18/1992 (33),Carlson Gracie Team Ohio,,,,,,,,,,,,,,,,,,
AJFletcher,Welterweight Division,nan-nan,Active,28.0,"5' 10""",170 lbs,"67""",,,Gladiators Academy Of Lafayette,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,The Ghost,Switch,2/18/1997 (28),Gladiators Academy Of Lafayette,,,,,,,,,,,,,,,,,,
AkbarhArreola,Lightweight Division,nan-nan,Active,42.0,"5' 10""",155 lbs,"71""",,,Entram Gym,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,El Caballero,Southpaw,1/14/1983,Entram Gym,,,,,,,,,,,,,,,,,,
AkihiroGono,nan Division,nan-nan,Active,50.0,"5' 9""",170 lbs,"68""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,151,255,59.2,40.8,151.0,,,,,,6,0,0,0,90.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,Switch,10/7/1974,,,,,,,,,,,,,,,,,,,
AkiraCorassani,Featherweight Division,nan-nan,Active,42.0,"5' 8""",145 lbs,"68""",,,Renzo Gracie Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,155,324,47.8,52.2,155.0,,,,,,2,0,0,0,30.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,8/27/1982,Renzo Gracie Jiu-Jitsu,,,,,,,,,,,,,,,,,,
AkitoshiTamura,nan Division,nan-nan,Active,,,,"70""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Ironman,Orthodox,,,,,,,,,,,,,,,,,,,,
AlanBaudot,Light Heavyweight Division,nan-nan,Active,37.0,"6' 3""",253 lbs,"79""",,,MMA Factory,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,195,313,62.3,37.7,195.0,,,,,,0,0,0,0,0.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,The Black Samourai,Orthodox,2/1/1988 (37),MMA Factory,,,,,,,,,,,,,,,,,,
AlanBelcher,Middleweight Division,nan-nan,Active,41.0,"6' 2""",185 lbs,"75""",,,Remix MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,513,1041,49.3,50.7,513.0,,,,,,4,0,0,0,60.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,The Talent,Orthodox,4/24/1984,Remix MMA,,,,,,,,,,,,,,,,,,
AlanJouban,Welterweight Division,nan-nan,Active,43.0,"6' 0""",170 lbs,"73.5""",,,Black House,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,719,1377,52.2,47.8,719.0,,,,,,4,0,0,0,60.0,0,0.0,9,135.0,0,0,,,,,,,,,,,,,,,,,,Brahma,Southpaw,11/25/1981,Black House,,,,,,,,,,,,,,,,,,
AlanOmer,Featherweight Division,nan-nan,Active,36.0,"5' 9""",155 lbs,"71""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,9/14/1988,,,,,,,,,,,,,,,,,,,
AlanPatrick,Lightweight Division,nan-nan,Active,41.0,"5' 11""",156 lbs,"74""",,,Chute Boxe,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,455,816,55.8,44.2,455.0,,,,,,23,0,0,0,345.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,Nuguette,Southpaw,7/19/1983 (41),Chute Boxe,,,,,,,,,,,,,,,,,,
Alatengheili,Bantamweight Division,nan-nan,Active,33.0,"5' 5""",136 lbs,"66""",,,Fight Ready,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,494,1257,39.3,60.7,494.0,,,,,,14,0,0,0,210.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,The Mongolian Knight,Orthodox,12/14/1991 (33),Fight Ready,,,,,,,,,,,,,,,,,,
Alberta CerraLeon,Open Weight Division,nan-nan,Active,,,238 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,9,11,81.8,18.2,9.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlbertoCrane,nan Division,nan-nan,Active,48.0,"5' 5""",155 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,26,52,50.0,50.0,26.0,,,,,,0,0,0,0,0.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,7/14/1976,,,,,,,,,,,,,,,,,,,
AlbertoMina,Welterweight Division,nan-nan,Active,43.0,"6' 0""",170 lbs,"77.5""",,,Epic MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,165,386,42.7,57.3,165.0,,,,,,5,0,0,0,75.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,Soldier of God,Orthodox,5/2/1982,Epic MMA,,,,,,,,,,,,,,,,,,
AlbertoMontes,Featherweight Division,nan-nan,Active,31.0,"5' 7""",145 lbs,"69""",,,The Goat Shed,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,38,58,65.5,34.5,38.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,The Promise,Orthodox,5/31/1994 (31),The Goat Shed,,,,,,,,,,,,,,,,,,
Alberto EmilianoPereira,nan Division,nan-nan,Active,40.0,"6' 3""",185 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlbertCheng,Welterweight Division,nan-nan,Active,,"5' 11""",170 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,5,12,41.7,58.3,5.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,,,,,,,,,,,,,,,,,,,,
AlbertDuraev,Middleweight Division,nan-nan,Active,36.0,"5' 11""",186 lbs,"75""",,,Xtreme Couture,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,350,650,53.8,46.2,350.0,,,,,,7,0,0,0,105.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Machete,Orthodox,1/5/1989 (36),Xtreme Couture,,,,,,,,,,,,,,,,,,
AlbertMorales,Bantamweight Division,nan-nan,Active,34.0,"5' 9""",135 lbs,"72""",,,Systems Training Center,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,The Warrior,Orthodox,5/25/1991 (34),Systems Training Center,,,,,,,,,,,,,,,,,,
AlbertTumenov,Welterweight Division,nan-nan,Active,33.0,"5' 11""",170 lbs,"73""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Einstein,Orthodox,12/26/1991,American Top Team,,,,,,,,,,,,,,,,,,
AlejandroFlores,Featherweight Division,nan-nan,Active,33.0,"5' 9""",146 lbs,"74""",,,Valle Flow Striking,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,El Gallito,Orthodox,8/6/1991 (33),Valle Flow Striking,,,,,,,,,,,,,,,,,,
AlejandroPerez,Bantamweight Division,nan-nan,Active,35.0,"5' 6""",144 lbs,"67""",,,AKA (American Kickboxing Academy),Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,647,1529,42.3,57.7,647.0,,,,,,5,0,0,0,75.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,Turbo,Orthodox,9/2/1989 (35),AKA (American Kickboxing Academy),,,,,,,,,,,,,,,,,,
AleksandarRakic,Light Heavyweight Division,nan-nan,Active,33.0,"6' 4""",206 lbs,"78""",,,American Top Team Zagreb,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,829,1331,62.3,37.7,829.0,,,,,,5,0,0,0,75.0,0,0.0,4,60.0,0,0,,,,,,,,,,,,,,,,,,Rocket,Orthodox,2/6/1992 (33),American Top Team Zagreb,,,,,,,,,,,,,,,,,,
AleksandreTopuria,Bantamweight Division,nan-nan,Active,29.0,"5' 7""",135 lbs,"68""",,,Climent Club,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,65,110,59.1,40.9,65.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,El Conquistador,Orthodox,1/28/1996 (29),Climent Club,,,,,,,,,,,,,,,,,,
AleksaCamur,Light Heavyweight Division,nan-nan,Active,29.0,"6' 1""",205 lbs,"74""",,,Strong Style Fight Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,417,657,63.5,36.5,417.0,,,,,,2,0,0,0,30.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,9/25/1995 (29),Strong Style Fight Team,,,,,,,,,,,,,,,,,,
AlekseiKunchenko,Welterweight Division,nan-nan,Active,41.0,"5' 8""",170 lbs,"72""",,,Boets MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Wolverine,Orthodox,5/2/1984 (41),Boets MMA,,,,,,,,,,,,,,,,,,
AlekseiOleinik,Heavyweight Division,nan-nan,Active,48.0,"6' 2""",254 lbs,"80""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,The Boa Constrictor,Orthodox,6/20/1977 (48),American Top Team,,,,,,,,,,,,,,,,,,
AlenAmedovski,Middleweight Division,nan-nan,Active,37.0,"5' 10""",185 lbs,"74""",,,Xtreme Couture,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,20,66,30.3,69.7,20.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,4/6/1988 (37),Xtreme Couture,,,,,,,,,,,,,,,,,,
AlessandroCosta,Flyweight Division,nan-nan,Active,29.0,"5' 4""",125 lbs,"67""",,,Brazilian Warriors BJJ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,301,572,52.6,47.4,301.0,,,,,,1,0,0,0,15.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,Nono,Orthodox,1/28/1996 (29),Brazilian Warriors BJJ,,,,,,,,,,,,,,,,,,
AlessandroRicci,Lightweight Division,nan-nan,Active,42.0,"5' 11""",155 lbs,"69""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,104,177,58.8,41.2,104.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,7/21/1982,,,,,,,,,,,,,,,,,,,
AlessioDi Chirico,Middleweight Division,nan-nan,Active,35.0,"6' 0""",186 lbs,"74""",,,Gloria Fight Center,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,462,1044,44.3,55.7,462.0,,,,,,11,0,0,0,165.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlessioSakara,Middleweight Division,nan-nan,Active,43.0,"6' 0""",205 lbs,"72""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Legionarius,Orthodox,9/2/1981,American Top Team,,,,,,,,,,,,,,,,,,
AlexanderGustafsson,Light Heavyweight Division,nan-nan,Active,38.0,"6' 5""",205 lbs,"79""",,,Allstars Training Center,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1001,2125,47.1,52.9,1001.0,,,,,,19,0,0,0,285.0,0,0.0,9,135.0,0,0,,,,,,,,,,,,,,,,,,The Mauler,Orthodox,1/15/1987 (38),Allstars Training Center,,,,,,,,,,,,,,,,,,
AlexanderHernandez,Lightweight Division,nan-nan,Active,32.0,"5' 9""",156 lbs,"72""",,,Mile High Militia,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,834,1863,44.8,55.2,834.0,,,,,,13,0,0,0,195.0,0,0.0,4,60.0,0,0,,,,,,,,,,,,,,,,,,The Great Ape,Orthodox,10/1/1992 (32),Mile High Militia,,,,,,,,,,,,,,,,,,
AlexanderMorgan,Bantamweight Division,nan-nan,Active,34.0,"5' 10""",144 lbs,"71""",,,TriStar Gym,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,12,27,44.4,55.6,12.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,The Chess Master,Orthodox,5/14/1991 (34),TriStar Gym,,,,,,,,,,,,,,,,,,
AlexanderMunoz,Lightweight Division,nan-nan,Active,35.0,"5' 9""",156 lbs,"72""",,,Team Alpha Male,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,245,544,45.0,55.0,245.0,,,,,,12,0,0,0,180.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,Switch,2/27/1990 (35),Team Alpha Male,,,,,,,,,,,,,,,,,,
AlexanderPoppeck,Light Heavyweight Division,nan-nan,Active,33.0,"6' 2""",205 lbs,,,,Munich MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,Ironside,Orthodox,4/6/1992 (33),Munich MMA,,,,,,,,,,,,,,,,,,
AlexanderSoldatkin,Heavyweight Division,nan-nan,Active,32.0,"6' 2""",246 lbs,"75""",,,Spitfire Gym,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,17,28,60.7,39.3,17.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,Orthodox,6/10/1993 (32),Spitfire Gym,,,,,,,,,,,,,,,,,,
AlexanderVolkanovski,Featherweight Division,nan-nan,Active,36.0,"5' 6""",145 lbs,"71.5""",,,City Kickboxing,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,2035,3402,59.8,40.2,2035.0,,,,,,31,0,0,0,465.0,0,0.0,6,90.0,0,0,,,,,,,,,,,,,,,,,,The Great,Orthodox,9/29/1988 (36),City Kickboxing,,,,,,,,,,,,,,,,,,
AlexanderVolkov,Heavyweight Division,nan-nan,Active,36.0,"6' 7""",254 lbs,"80""",,,Strela Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1461,2360,61.9,38.1,1461.0,,,,,,10,0,0,0,150.0,0,0.0,4,60.0,0,0,,,,,,,,,,,,,,,,,,Drago,Orthodox,10/24/1988 (36),Strela Team,,,,,,,,,,,,,,,,,,
