Name,Division Tr,Division Rk,Wins by Kn,Wins by Su,First Roun,Wins by De,Striking ac,Sig. Strike,Takedownr,Sig. Str. La,Sig. Str. At,Submissio,Sig. Str. De,Knockdow,Average Sig,Event_1_H,Event_1_D,Event_1_R,Event_1_Ti,Event_1_M,Event_2_H,Event_2_D,Event_2_R,Event_2_Ti,Event_2_M,Event_3_H,Event_3_D,Event_3_R,Event_3_Ti,Event_3_M,Status,Place_ct,Fighting_s,Age,Height,Weight,Octagon_Reach,Leg_reach,Reach,Trains_at,Fight,Win,Title,Defeat,Former Champion
Charles Byrd,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41,"5' 10""",185 lbs,,,"73""",Fortis MMA,,,,,
Charles Johnson,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34,"5' 9""",125 lbs,,,"70""",Murcielago MMA,,,,,
Charles Jourdain,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,29,"5' 9""",135 lbs,,,"69""",Brazilian Top Team Canada,,,,,
Charles McCarthy,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44,"5' 10""",185 lbs,,,"71.5""",American Top Team,,,,,
Charles Oliveira,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35,"5' 10""",155 lbs,,,"74""",Chute Boxe,,,,,
Charles Radtke,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35,"5' 9""",171 lbs,,,"72""",Valle Flow Striking,,,,,
Charles Rosa,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38,"5' 9""",145 lbs,,,"69""",American Combat Gym,,,,,
Charlie Brenneman,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44,"5' 10""",155 lbs,,,"70""",AMA Fight Club,,,,,
Charlie Campbell,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30,"6' 0""",155 lbs,,,"72.5""",Serra-Longo Fight Team ,,,,,
Charlie Ontiveros,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33,"6' 2""",155 lbs,,,"78""",W4R Training Center,,,,,
Charlie Valencia,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"5' 3""",136 lbs,,,"64.5""",,,,,,
Charlie Ward,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44,"5' 11""",185 lbs,,,"75""",SBG Ireland,,,,,
Chase Gibson,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35,"5' 10""",145 lbs,,,"72""",California Mixed Martial Marts,,,,,
Chase Gormley,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41,"6' 3""",265 lbs,,,,Reign MMA,,,,,
Chase Hooper,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,25,"6' 1""",156 lbs,,,"74""",Combat Sport and Fitness,,,,,
Chase Sherman,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35,"6' 4""",254 lbs,,,"78""",Kill Cliff FC,,,,,
Chase Waldon,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"6' 2""",185 lbs,,,"75""",,,,,,
Chas Skelly,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40,"5' 11""",145 lbs,,,"72""",Team Takedown,,,,,
Cheick Kongo,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,50,"6' 4""",247 lbs,,,"84""",Kongo Smashin' Club,,,,,
Chelsea Chandler,Women's Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34,"5' 8""",134 lbs,,,"68""",Cesar Gracie Jiu-Jitsu,,,,,
Chelsea Hackett,Women's Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,26,"5' 4""",125 lbs,,,"66""",Potential Unlimited Mixed Martial Arts,,,,,
Chepe Mariscal,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32,"5' 7""",146 lbs,,,"69""",Elevation Fight Team,,,,,
Cheyanne Vlismas,Women's Strawweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30,"5' 3""",115 lbs,,,"63""",Xtreme Couture,,,,,
Cheyden Leialoha,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31,"5' 8""",145 lbs,,,"73""",Gracie Technics,,,,,
Che Mills,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42,"6' 1""",170 lbs,,,"76""",Trojan Free Fighters,,,,,
Chibwikem Onyenegecha,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31,"6' 3""",185 lbs,,,,,,,,,
Chico Camus,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40,"5' 6""",135 lbs,,,"66""",Roufusport,,,,,
Chidi Njokuani,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36,"6' 3""",171 lbs,,,"80""",Janjira Muay Thai,,,,,
Chi Lewis-Parry,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41,"6' 9""",244 lbs,,,,AKA (American Kickboxing Academy),,,,,
Christian Aguilera,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33,"5' 9""",170 lbs,,,"72""",Team Oyama,,,,,
Christian Colombo,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44,"6' 5""",260 lbs,,,"80.5""",Combat Sports Academy,,,,,
Christian Leroy Duncan,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30,"6' 2""",186 lbs,,,"79""",Range MMA Academy,,,,,
Christian Lohsen,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30,"6' 2""",155 lbs,,,"75""",Darkwolf MMA,,,,,
Christian Morecraft,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38,"6' 6""",260 lbs,,,"81""",Team BombSquad,,,,,
Christian Rodriguez,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,27,"5' 7""",146 lbs,,,"71.5""",Roufusport,,,,,
Christian Wellisch,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44,"6' 2""",234 lbs,,,"77.5""",AKA (American Kickboxing Academy),,,,,
Christina Marks,Women's Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39,"5' 7""",125 lbs,,,"69""",Fight Ugly,,,,,
Christos Giagos,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35,"5' 10""",156 lbs,,,"71.5""",Kill Cliff FC,,,,,
Chris Avila,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32,"5' 7""",155 lbs,,,"72""",Cesar Gracie Jiu-Jitsu,,,,,
Chris Barnett,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39,"5' 9""",264 lbs,,,"75""",Hardcore Gym,,,,,
Chris Beal,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39,"5' 7""",135 lbs,,,"69""",KnuckleHeadz Boxing,,,,,
Chris Birchler,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38,"6' 3""",205 lbs,,,,AllStar BJJ,,,,,
Chris Brennan,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,
Chris Camozzi,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38,"6' 3""",203 lbs,,,"78""",FactoryX Muay Thai,,,,,
Chris Cariaso,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44,"5' 3""",125 lbs,,,"63.5""",Fight and Fitness,,,,,
Chris Clements,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,49,"5' 10""",170 lbs,,,"70""",Team Tompkins,,,,,
Chris Condo,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,
Chris Cope,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42,"6' 0""",170 lbs,,,"72""",,,,,,
Chris Curtis,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38,"5' 10""",170 lbs,,,"75.5""",Xtreme Couture,,,,,
Chris Daukaus,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35,"6' 3""",205 lbs,,,"76""",Martinez BJJ,,,,,
Chris Dempsey,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37,"5' 11""",185 lbs,,,"72""",Cold Steel MMA,,,,,
Chris De La Rocha,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,46,"6' 3""",243 lbs,,,"80.3""",Forge Combat Academy,,,,,
Chris Duncan,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32,"5' 10""",155 lbs,,,"71""",American Top Team,,,,,
Chris Fishgold,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33,"5' 8""",149 lbs,,,"68""",Next Generation UK,,,,,
Chris Gruetzemacher,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39,"5' 8""",156 lbs,,,"68""",American Top Team,,,,,
Chris Gutierrez,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34,"5' 9""",146 lbs,,,"67""",FactoryX Muay Thai,,,,,
Chris Haseman,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,56,"5' 11""",205 lbs,,,,,,,,,
Chris Heatherly,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37,"5' 8""",170 lbs,,,,Fit or Fight,,,,,
Chris Hofmann,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35,"6' 0""",170 lbs,,,"72""",,,,,,
Chris Holdsworth,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37,"5' 11""",135 lbs,,,"71""",Marc Laimon's Cobra Kai,,,,,
Chris Indich,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38,"5' 10""",170 lbs,,,"73""",The Arena,,,,,
Chris Kelades,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44,"5' 7""",135 lbs,,,"68""",Fit Plus,,,,,
Chris Leben,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44,"5' 11""",185 lbs,,,"73""",Icon Fitness MMA,,,,,
Chris Lytle,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,50,"5' 11""",170 lbs,,,"68""",,,,,,
Chris Padilla,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,29,"5' 9""",155 lbs,,,"74""",Fight Science MMA,,,,,
Chris Sanford,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"5' 8""",198 lbs,,,,,,,,,
Chris Saunders,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39,"5' 8""",155 lbs,,,"69""",,,,,,
Chris Spang,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37,"6' 2""",170 lbs,,,,J-Sect,,,,,
Chris Tuchscherer,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,49,"6' 2""",260 lbs,,,"76""",,,,,,
Chris Wade,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37,"5' 10""",148 lbs,,,"70""",Long Island MMA,,,,,
Chris Weidman,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41,"6' 2""",194 lbs,,,"78""",Longo-Weidman MMA,,,,,
Chris Wilson,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"6' 1""",170 lbs,,,"75""",,,,,,
Chuck Liddell,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,55,"6' 2""",205 lbs,,,"76.5""",The Pit,,,,,
Chuck O'Neil,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39,"6' 2""",185 lbs,,,,,,,,,
Cindy Dandois,Women's Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40,"5' 7""",152 lbs,,,"70""",Perfect Team,,,,,
Ciryl Gane,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35,"6' 4""",245 lbs,,,"81""",MMA Factory,,,,,
CJ Fernandes,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,47,"6' 0""",170 lbs,,,,,,,,,
CJ Hamilton,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"5' 7""",125 lbs,,,,,,,,,
CJ Vergara,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34,"5' 6""",126 lbs,,,"68""",Pete Spratt Muay Thai,,,,,
Claude Patrick,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,45,"5' 11""",170 lbs,,,"75""",Elite Mixed Fighters,,,,,
Claudia Gadelha,Women's Strawweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36,"5' 4""",115 lbs,,,"63""",Xtreme Couture,,,,,
Claudia Leite,Women's Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,28,"5' 3""",136 lbs,,,"64.5""",Astra Fight Team,,,,,
Claudio Puelles,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,29,"5' 10""",156 lbs,,,"72""",Brazilian Warriors BJJ,,,,,
Claudio Ribeiro,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32,"6' 1""",185 lbs,,,"77""",Brazilian Black Thai,,,,,
Claudio Silva,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42,"5' 11""",170 lbs,,,"71""",London Shootfighters,,,,,
Clayton Carpenter,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,29,"5' 6""",125 lbs,,,"66""",MMA LAB,,,,,
Clay Collard,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32,"6' 0""",155 lbs,,,"74""",Team Bonafide,,,,,
Clay Guida,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,43,"5' 7""",155 lbs,,,"70""",Team Alpha Male,,,,,
Clay Harvison,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44,"6' 1""",155 lbs,,,"74""",American Top Team Atlanta,,,,,
Clifford Starks,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44,"5' 10""",185 lbs,,,"77""",Arizona Combat Sports,,,,,
Clint Hester,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38,"6' 2""",205 lbs,,,"77""",Blackzilians,,,,,
CM Punk,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,46,"6' 1""",170 lbs,,,"73""",Roufusport,,,,,
Cody Brundage,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31,"6' 0""",186 lbs,,,"72""",FactoryX Muay Thai,,,,,
Cody Donovan,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44,"6' 3""",205 lbs,,,"74""",Grudge Training Center,,,,,
Cody Durden,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34,"5' 7""",126 lbs,,,"67""",American Top Team,,,,,
Cody East,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36,"6' 3""",245 lbs,,,"77""",Jackson-Wink MMA,,,,,
Cody Garbrandt,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34,"5' 8""",136 lbs,,,"65.5""",Team Alpha Male,,,,,
Cody Gibson,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37,"5' 10""",136 lbs,,,"71""",Xtreme Couture,,,,,
Cody Haddon,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,26,"5' 7""",135 lbs,,,"69""",Luistro Combat Academy,,,,,
Cody McKenzie,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37,"6' 0""",170 lbs,,,"72""",Cesar Gracie Jiu-Jitsu,,,,,
Cody Pfister,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34,"5' 10""",155 lbs,,,"73""",,,,,,
Cody Stamann,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35,"5' 6""",135 lbs,,,"64.5""",Michigan Top Team,,,,,
Colby Covington,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37,"5' 11""",171 lbs,,,"72""",MMA Masters,,,,,
Colby Thicknesse,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,26,"5' 9""",135 lbs,,,"69""",Freestyle Fighting Gym,,,,,
Cole Escovedo,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,43,"5' 7""",135 lbs,,,"72""",,,,,,
Cole Miller,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41,"6' 1""",145 lbs,,,"74""",American Top Team,,,,,
Cole Smith,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36,"5' 11""",135 lbs,,,"67""",The Sound Martial Arts,,,,,
Colin Fletcher,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42,"6' 2""",170 lbs,,,"78""",United Gym,,,,,
Colin Robinson,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,56,"6' 4""",243 lbs,,,,,,,,,
Collin Anglin,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32,"5' 9""",146 lbs,,,"71""",FactoryX Muay Thai,,,,,
Collin Hart,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35,"6' 2""",185 lbs,,,"76""",Nor-Cal Fighting Alliance,,,,,
Collin Huckbody,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30,"6' 3""",185 lbs,,,"76""",MMA LAB,,,,,
Coltin Cole,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36,"6' 2""",185 lbs,,,,,,,,,
Colton Smith,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37,"6' 0""",170 lbs,,,"71""",Vanguard,,,,,
Connor Matthews,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33,"5' 8""",145 lbs,,,"71""",New England Cartel,,,,,
Conor McGregor,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36,"5' 9""",156 lbs,,,"74""",SBG Ireland,,,,,
Corey Anderson,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35,"6' 3""",205 lbs,,,"79""",The Kennel Fight Club,,,,,
Corey Hill,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,46,"6' 4""",170 lbs,,,"80""",,,,,,
Corinne Laframboise,Women's Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36,"5' 4""",126 lbs,,,"65""",BTT Canada,,,,,
Cortavious Romious,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31,"5' 4""",139 lbs,,,"68""",Pura Vida BJJ,,,,,
Cortney Casey,Women's Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38,"5' 7""",125 lbs,,,"67""",MMA LAB,,,,,
Cory Hendricks,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37,"6' 3""",204 lbs,,,"73""",Syndicate MMA,,,,,
Cory McKenna,Women's Strawweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,25,"5' 3""",115 lbs,,,"58.5""",Team Alpha Male,,,,,
Cory Sandhagen,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33,"5' 11""",135 lbs,,,"70""",Elevation Fight Team,,,,,
Cory Walmsley,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,
Courtney Turner,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,
Court McGee,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40,"5' 11""",170 lbs,,,"75""",The Pit Elevated Fight Team,,,,,
Crafton Wallace,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,185 lbs,,,,,,,,,
Craig White,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34,"6' 2""",185 lbs,,,"76""",Team Lionheart,,,,,
Cristiano Marcello,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"5' 9""",155 lbs,,,"72""",CM System,,,,,
Cristian Perez,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,155 lbs,,,,,,,,,
Cristian Quinonez,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,29,"5' 8""",135 lbs,,,"70""",Entram Gym,,,,,
Cristina Stanciu,Women's Strawweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31,"5' 4""",115 lbs,,,"64""",,,,,,
Cris Cyborg,Women's Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39,"5' 8""",144 lbs,,,"69""",Chute Boxe,,,,,
Cub Swanson,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41,"5' 8""",146 lbs,,,"70""",Bloodline Combat,,,,,
Cung Le,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,53,"5' 10""",185 lbs,,,"70""",Cung Le's Universal Strength Headquarters,,,,,
Curtis Blaydes,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34,"6' 4""",256 lbs,,,"80""",Elevation Fight Team,,,,,
Curtis Millender,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37,"6' 2""",170 lbs,,,"78""",CSW,,,,,
Curtis Stout,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,
Curt Warburton,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"6' 0""",155 lbs,,,"73""",Nevt,,,,,
Cynthia Calvillo,Women's Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37,"5' 4""",115 lbs,,,"64""",Syndicate MMA,,,,,
Cyrille Diabate,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,52,"6' 6""",205 lbs,,,"81""",Snake Team,,,,,
Cyril Asker,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39,"6' 0""",250 lbs,,,"74""",Bushido Academie,,,,,
Da'Mon Blackshear,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30,"5' 10""",136 lbs,,,"72""",Kill Cliff FC,,,,,
Daermisi Zhawupasi,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,25,"5' 8""",135 lbs,,,"68""",China Top Team,,,,,
Daichi Abe,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33,"5' 11""",170 lbs,,,"71""",HMC,,,,,
Daichi Kamiya,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,26,"5' 8""",155 lbs,,,,,,,,,
Daiju Takase,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,
Dakota Bush,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31,"5' 10""",155 lbs,,,"73""",American Top Team,,,,,
