Name,Division Tr,Division Rk,Wins by Kn,Wins by Su,First Roun,Wins by De,Striking ac,Sig. Strike,Takedownr,Sig. Str. La,Sig. Str. At,Submissio,Sig. Str. De,Knockdow,Average Sig,Event_1_H,Event_1_D,Event_1_R,Event_1_Ti,Event_1_M,Event_2_H,Event_2_D,Event_2_R,Event_2_Ti,Event_2_M,Event_3_H,Event_3_D,Event_3_R,Event_3_Ti,Event_3_M,Status,Place_ct,Fighting_s,Age,Height,Weight,Octagon_Reach,Leg_reach,Reach,Trains_at,Fight,Win,Title,Defeat,Former Champion,Division_Title,Division_Record,Sig_Str_Landed_Per_Min,Sig_Str_Absorbed_Per_Min,Takedown_Avg_Per_15_Min,Submission_Avg_Per_15_Min,Sig_Str_Defense,Takedown_Defense,Knockdown_Avg,Average_Fight_Time,Win_by_KO_TKO,Win_by_DEC,Win_by_SUB,Sig_Str_Head_Pct,Sig_Str_Body_Pct,Sig_Str_Leg_Pct,Fight_Win_Streak,Title_Defenses,Former_Champion,Octagon_Debut,Fighting_Style
AlbertTumenov,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 11""",170 lbs,,,"73""",American Top Team,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlejandroFlores,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 9""",146 lbs,,,"74""",Valle Flow Striking,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlejandroPerez,Bantamweight,,0,0,0,0,42.3,647,5,647,1529,0,,1,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 6""",144 lbs,,,"67""",AKA (American Kickboxing Academy),,,,,,Bantamweight Division,nan-nan,647.0,,75.0,0.0,57.7,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AleksandarRakic,Light Heavyweight,,0,0,0,0,62.3,829,5,829,1331,0,,4,,,,,,,,,,,,,,,,,Active,,,33.0,"6' 4""",206 lbs,,,"78""",American Top Team Zagreb,,,,,,Light Heavyweight Division,nan-nan,829.0,,75.0,0.0,37.7,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AleksandreTopuria,Bantamweight,,0,0,0,0,59.1,65,1,65,110,0,,0,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 7""",135 lbs,,,"68""",Climent Club,,,,,,Bantamweight Division,nan-nan,65.0,,15.0,0.0,40.9,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AleksaCamur,Light Heavyweight,,0,0,0,0,63.5,417,2,417,657,0,,1,,,,,,,,,,,,,,,,,Active,,,29.0,"6' 1""",205 lbs,,,"74""",Strong Style Fight Team,,,,,,Light Heavyweight Division,nan-nan,417.0,,30.0,0.0,36.5,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlekseiKunchenko,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 8""",170 lbs,,,"72""",Boets MMA,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlekseiOleinik,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,48.0,"6' 2""",254 lbs,,,"80""",American Top Team,,,,,,Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlenAmedovski,Middleweight,,0,0,0,0,30.3,20,0,20,66,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 10""",185 lbs,,,"74""",Xtreme Couture,,,,,,Middleweight Division,nan-nan,20.0,,0.0,0.0,69.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlessandroCosta,Flyweight,,0,0,0,0,52.6,301,1,301,572,0,,3,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 4""",125 lbs,,,"67""",Brazilian Warriors BJJ,,,,,,Flyweight Division,nan-nan,301.0,,15.0,0.0,47.4,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlessandroRicci,Lightweight,,0,0,0,0,58.8,104,0,104,177,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"5' 11""",155 lbs,,,"69""",,,,,,,Lightweight Division,nan-nan,104.0,,0.0,0.0,41.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlessioDi Chirico,Middleweight,,0,0,0,0,44.3,462,11,462,1044,0,,3,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 0""",186 lbs,,,"74""",Gloria Fight Center,,,,,,Middleweight Division,nan-nan,462.0,,165.0,0.0,55.7,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlessioSakara,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,43.0,"6' 0""",205 lbs,,,"72""",American Top Team,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexanderGustafsson,Light Heavyweight,,0,0,0,0,47.1,1001,19,1001,2125,0,,9,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 5""",205 lbs,,,"79""",Allstars Training Center,,,,,,Light Heavyweight Division,nan-nan,1001.0,,285.0,0.0,52.9,0,135.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexanderHernandez,Lightweight,,0,0,0,0,44.8,834,13,834,1863,0,,4,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 9""",156 lbs,,,"72""",Mile High Militia,,,,,,Lightweight Division,nan-nan,834.0,,195.0,0.0,55.2,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexanderMorgan,Bantamweight,,0,0,0,0,44.4,12,0,12,27,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 10""",144 lbs,,,"71""",TriStar Gym,,,,,,Bantamweight Division,nan-nan,12.0,,0.0,0.0,55.6,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexanderMunoz,Lightweight,,0,0,0,0,45.0,245,12,245,544,0,,1,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 9""",156 lbs,,,"72""",Team Alpha Male,,,,,,Lightweight Division,nan-nan,245.0,,180.0,0.0,55.0,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexanderPoppeck,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"6' 2""",205 lbs,,,,Munich MMA,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexanderSoldatkin,Heavyweight,,0,0,0,0,60.7,17,1,17,28,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"6' 2""",246 lbs,,,"75""",Spitfire Gym,,,,,,Heavyweight Division,nan-nan,17.0,,15.0,0.0,39.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexanderVolkanovski,Featherweight,,0,0,0,0,59.8,2035,31,2035,3402,0,,6,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 6""",145 lbs,,,"71.5""",City Kickboxing,,,,,,Featherweight Division,nan-nan,2035.0,,465.0,0.0,40.2,0,90.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexanderVolkov,Heavyweight,,0,0,0,0,61.9,1461,10,1461,2360,0,,4,,,,,,,,,,,,,,,,,Active,,,36.0,"6' 7""",254 lbs,,,"80""",Strela Team,,,,,,Heavyweight Division,nan-nan,1461.0,,150.0,0.0,38.1,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexanderYakovlev,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"6' 3""",155 lbs,,,"74""",K Dojo,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexandraAlbu,Women's Strawweight,,0,0,0,0,51.1,241,6,241,472,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 2""",115 lbs,,,"63""",MMA-KEGI,,,,,,Women's Strawweight Division,nan-nan,241.0,,90.0,0.0,48.9,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexandreBarros,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"5' 9""",170 lbs,,,,,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexandreDantas,Heavyweight,,0,0,0,0,42.4,25,2,25,59,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Heavyweight Division,nan-nan,25.0,,30.0,0.0,57.6,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexandreFerreira,Light Heavyweight,,0,0,0,0,69.2,9,0,9,13,0,,0,,,,,,,,,,,,,,,,,Active,,,46.0,"5' 7""",205 lbs,,,,Chute Boxe,,,,,,Light Heavyweight Division,nan-nan,9.0,,0.0,0.0,30.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
Alexandre FrancaNogueira,,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexandrePantoja,Flyweight,,0,0,0,0,54.6,1161,40,1161,2126,0,,4,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 5""",125 lbs,,,"67.5""",American Top Team,,,,,,Flyweight Division,nan-nan,1161.0,,600.0,0.0,45.4,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexandrRomanov,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"6' 2""",261 lbs,,,"75""",Lion Club,,,,,,Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexaGrasso,Women's Flyweight,,0,0,0,0,56.4,1640,6,1640,2910,0,,1,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 5""",126 lbs,,,"66""",Lobo Gym MMA,,,,,,Women's Flyweight Division,nan-nan,1640.0,,90.0,0.0,43.6,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexiaThainara,Women's Strawweight,,0,0,0,0,43.0,128,4,128,298,0,,0,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 4""",116 lbs,,,"67""",Ribas Family,,,,,,Women's Strawweight Division,nan-nan,128.0,,60.0,0.0,57.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexisDavis,Women's Flyweight,,0,0,0,0,60.0,1450,12,1450,2417,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 6""",135 lbs,,,"68""",Combat Sports Academy,,,,,,Women's Flyweight Division,nan-nan,1450.0,,180.0,0.0,40.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexisDufresne,Women's Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 9""",145 lbs,,,"68.5""",Team Quest -Portland,,,,,,Women's Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexAndrade,Light Heavyweight,,0,0,0,0,66.7,30,0,30,45,0,,1,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Light Heavyweight Division,nan-nan,30.0,,0.0,0.0,33.3,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexCaceres,Featherweight,,0,0,0,0,53.8,1799,13,1799,3342,0,,5,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 10""",145 lbs,,,"73.5""",MMA LAB,,,,,,Featherweight Division,nan-nan,1799.0,,195.0,0.0,46.2,0,75.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexChambers,Women's Strawweight,,0,0,0,0,62.8,214,7,214,341,0,,0,,,,,,,,,,,,,,,,,Active,,,46.0,"5' 3""",115 lbs,,,"63""",American Top Team,,,,,,Women's Strawweight Division,nan-nan,214.0,,105.0,0.0,37.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
Alexda Silva,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 8""",155 lbs,,,"73""",Astra Fight Team,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexEnlund,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 9""",145 lbs,,,,Nevt,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexGilpin,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 7""",145 lbs,,,,Chosen Few Gym,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexGorgees,Lightweight,,0,0,0,0,51.2,22,0,22,43,0,,0,,,,,,,,,,,,,,,,,Active,,,29.0,"6' 2""",155 lbs,,,"74""",Australian Top Team,,,,,,Lightweight Division,nan-nan,22.0,,0.0,0.0,48.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexHunter,Heavyweight,,0,0,0,0,65.5,36,2,36,55,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Heavyweight Division,nan-nan,36.0,,30.0,0.0,34.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexKaralexis,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,47.0,"5' 8""",155 lbs,,,"66""",Team Sityodtong,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexMorono,Welterweight,,0,0,0,0,44.0,1536,6,1536,3491,0,,4,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 11""",171 lbs,,,"72""",Fortis MMA,,,,,,Welterweight Division,nan-nan,1536.0,,90.0,0.0,56.0,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexNicholson,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 4""",226 lbs,,,"81""",UFC Gym Winter Springs,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexOliveira,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 11""",170 lbs,,,"76""",ATS Team Tres Rios,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexPereira,Light Heavyweight,,0,0,0,0,67.4,864,1,864,1282,0,,7,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 4""",205 lbs,,,"79""",Teixeira MMA & Fitness,,,,,,Light Heavyweight Division,nan-nan,864.0,,15.0,0.0,32.6,0,105.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexPerez,Bantamweight,,0,0,0,0,54.5,557,12,557,1022,0,,4,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 6""",126 lbs,,,"65.5""",Team Oyama,,,,,,Bantamweight Division,nan-nan,557.0,,180.0,0.0,45.5,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexReyes,Lightweight,,0,0,0,0,51.6,110,2,110,213,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 11""",156 lbs,,,"73""",Drysdale Jiu-Jitsu,,,,,,Lightweight Division,nan-nan,110.0,,30.0,0.0,48.4,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexSchoenauer,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"6' 3""",185 lbs,,,,,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexSerdyukov,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,45.0,"6' 2""",170 lbs,,,"74""",,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexSoto,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 6""",135 lbs,,,"71""",Team Hurricane Awesome,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexTorres,Featherweight,,0,0,0,0,39.2,40,2,40,102,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 8""",135 lbs,,,"70""",,,,,,,Featherweight Division,nan-nan,40.0,,30.0,0.0,60.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlexMorono,Welterweight,,0,0,0,0,44.0,1536,6,1536,3491,0,,4,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 11""",171 lbs,,,"72""",Fortis MMA,,,,,,Welterweight Division,nan-nan,1536.0,,90.0,0.0,56.0,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlfonsoAlcarez,Lightweight,,0,0,0,0,68.3,69,1,69,101,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Lightweight Division,nan-nan,69.0,,15.0,0.0,31.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlfredKhashakyan,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 8""",135 lbs,,,"70""",Glendale Fighting Club,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AliaskhabKhizriev,Middleweight,,0,0,0,0,69.0,60,3,60,87,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 9""",186 lbs,,,"74""",Fight Club Scorpion,,,,,,Middleweight Division,nan-nan,60.0,,45.0,0.0,31.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AliceArdelean,Women's Strawweight,,0,0,0,0,46.3,342,3,342,738,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 3""",115 lbs,,,"62""",Fusion X-Cel,,,,,,Women's Strawweight Division,nan-nan,342.0,,45.0,0.0,53.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlicePereira,Women's Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,19.0,"5' 10""",135 lbs,,,,Life MMA,,,,,,Women's Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlikLorenz,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,28.0,"6' 3""",205 lbs,,,"77""",Hard Drive MMA,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlistairOvereem,Heavyweight,,0,0,0,0,77.9,942,10,942,1210,0,,10,,,,,,,,,,,,,,,,,Active,,,45.0,"6' 4""",255 lbs,,,"80""",Elevation Fight Team,,,,,,Heavyweight Division,nan-nan,942.0,,150.0,0.0,22.1,0,150.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AliBagautinov,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 4""",125 lbs,,,"66""",Fight Nights Team,,,,,,Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AljamainSterling,Featherweight,,0,0,0,0,61.6,1916,47,1916,3108,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 7""",145 lbs,,,"71""",Serra-Longo Fight Team ,,,,,,Featherweight Division,nan-nan,1916.0,,705.0,0.0,38.4,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AllanBegosso,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 5""",135 lbs,,,"66""",Team Alpha Male,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AllanGoes,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,54.0,"6' 0""",200 lbs,,,,,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AllanNascimento,Flyweight,,0,0,0,0,66.8,257,6,257,385,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 8""",127 lbs,,,"69""",Chute Boxe,,,,,,Flyweight Division,nan-nan,257.0,,90.0,0.0,33.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AllanZuniga,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 7""",155 lbs,,,"70""",Tigre MMA,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AllenBerube,Lightweight,,0,0,0,0,92.9,26,2,26,28,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Lightweight Division,nan-nan,26.0,,30.0,0.0,7.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AllenCrowder,Heavyweight,,0,0,0,0,59.0,111,3,111,188,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 3""",255 lbs,,,"76.5""",Team Rubao Carioca BJJ,,,,,,Heavyweight Division,nan-nan,111.0,,45.0,0.0,41.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlonzoMenifield,Light Heavyweight,,0,0,0,0,59.3,746,5,746,1257,0,,5,,,,,,,,,,,,,,,,,Active,,,37.0,"6' 0""",206 lbs,,,"76""",Fortis MMA,,,,,,Light Heavyweight Division,nan-nan,746.0,,75.0,0.0,40.7,0,75.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlptekinOzkilic,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 7""",125 lbs,,,"65""",St. Charles MMA,,,,,,Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AltonCunningham,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"6' 2""",205 lbs,,,"77""",Pura Vida BJJ,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AltonMeeks,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"6' 3""",262 lbs,,,"75.5""",Fusion X-Cel,,,,,,Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlvaroHerrera,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 0""",155 lbs,,,"74""",Lobo Gym MMA,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlvinHines,Heavyweight,,0,0,0,0,31.9,83,1,83,260,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"6' 2""",265 lbs,,,"74""",,,,,,,Heavyweight Division,nan-nan,83.0,,15.0,0.0,68.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlvinRobinson,,,0,0,0,0,73.5,247,3,247,336,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"5' 9""",145 lbs,,,"68""",,,,,,,nan Division,nan-nan,247.0,,45.0,0.0,26.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlIaquinta,Lightweight,,0,0,0,0,41.5,811,8,811,1952,0,,7,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 10""",156 lbs,,,"70""",Serra-Longo Fight Team ,,,,,,Lightweight Division,nan-nan,811.0,,120.0,0.0,58.5,0,105.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AlMatavao,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 8""",205 lbs,,,"67.5""",Legacy Jiu-Jitsu,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AmandaCooper,Women's Strawweight,,0,0,0,0,55.1,319,5,319,579,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 3""",115 lbs,,,"64""",Scorpion Fighting System,,,,,,Women's Strawweight Division,nan-nan,319.0,,75.0,0.0,44.9,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AmandaLemos,Women's Strawweight,,0,0,0,0,59.1,472,10,472,798,0,,6,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 4""",116 lbs,,,"65""",Marajo Brothers Team,,,,,,Women's Strawweight Division,nan-nan,472.0,,150.0,0.0,40.9,0,90.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AmandaNunes,Women's Bantamweight,,0,0,0,0,57.8,1263,38,1263,2187,0,,8,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 8""",135 lbs,,,"69""",Team Nunes,,,,,,Women's Bantamweight Division,nan-nan,1263.0,,570.0,0.0,42.2,0,120.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AmandaRibas,Women's Strawweight,,0,0,0,0,52.3,1237,22,1237,2365,0,,1,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 3""",116 lbs,,,"66""",Ribas Family,,,,,,Women's Strawweight Division,nan-nan,1237.0,,330.0,0.0,47.7,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AmarSuloev,Middleweight,,0,0,0,0,39.8,41,1,41,103,0,,0,,,,,,,,,,,,,,,,,Active,,,48.0,"5' 9""",185 lbs,,,,,,,,,,Middleweight Division,nan-nan,41.0,,15.0,0.0,60.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AmauryBitetti,Welterweight,,0,0,0,0,80.0,40,0,40,50,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Welterweight Division,nan-nan,40.0,,0.0,0.0,20.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
AmilcarAlves,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,45.0,"5' 11""",185 lbs,,,,Nova Uniao ,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
