Name,Division Tr,Division Rk,Wins by Kn,Wins by Su,First Roun,Wins by De,Striking ac,Sig. Strike,Takedownr,Sig. Str. La,Sig. Str. At,Submissio,Sig. Str. De,Knockdow,Average Sig,Event_1_H,Event_1_D,Event_1_R,Event_1_Ti,Event_1_M,Event_2_H,Event_2_D,Event_2_R,Event_2_Ti,Event_2_M,Event_3_H,Event_3_D,Event_3_R,Event_3_Ti,Event_3_M,Status,Place_ct,Fighting_s,Age,Height,Weight,Octagon_Reach,Leg_reach,Reach,Trains_at,Fight,Win,Title,Defeat,Former Champion
Kevin Jackson,Middleweight,2-2-0,1,1,0,2,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Switch,,,,,,,,,,,,
Kevin Jordan,Heavyweight,0-6-0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,54,"6' 3""",248 lbs,,,,,,,,,
Kevin Jousset,Welterweight,10-4-0,5,1,0,10,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,France,Orthodox,32,"6' 2""",171 lbs,,,"75""",City Kickboxing,,,,,
Kevin Lee,Welterweight,20-9-0,3,9,0,20,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,32,"5' 9""",171 lbs,,,"77""",Kill Cliff FC,,,,,
Kevin Natividad,Featherweight,9-4-0,5,1,0,9,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,32,"5' 6""",135 lbs,,,"70""",Fight Ready,,,,,
Kevin Randleman,,17-16-0,5,4,0,17,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,53,"5' 10""",205 lbs,,,,TapouT Training Center,,,,,
Kevin Rosier,,1-4-0,1,0,0,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,,,,,,,,,,,,
Kevin Souza,Featherweight,17-5-0,14,1,0,17,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,40,"6' 0""",145 lbs,,,"74""",,,,,,
Kevin Syler,Lightweight,10-1-0,1,7,0,10,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Bolivia,Switch,31,"5' 9""",155 lbs,,,"71.5""",American Top Team,,,,,
Kevin Szaflarski,Heavyweight,11-2-0,5,4,0,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Poland,Orthodox,30,"6' 5""",260 lbs,,,"77""",Akademia Sportow Walki Wilanow,,,,,
Kevin Vallejos,Featherweight,15-1-0,11,2,0,15,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Argentina,Switch,23,"5' 7""",145 lbs,,,"68""",Brothers of Life MMA,,,,,
Khabib Nurmagomedov,Lightweight,29-0-0,8,11,0,29,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Russia,Orthodox,36,"5' 10""",155 lbs,,,"70""",AKA (American Kickboxing Academy),,,,,
Khadis Ibragimov,Light Heavyweight,14-4-0,6,4,0,14,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Russia,Orthodox,30,"6' 3""",205 lbs,,,"78.5""",Sambo-Piter,,,,,
Khalid Murtazaliev,Middleweight,17-4-0,13,0,0,17,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Russia,Orthodox,31,"6' 0""",186 lbs,,,"72.5""",Krepost,,,,,
Khalid Taha,Featherweight,13-5-0,9,2,0,13,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Lebanon,Orthodox,33,"5' 5""",135 lbs,,,"69""",Arena Dortmund,,,,,
Khalil Rountree Jr.,Light Heavyweight,15-6-0,10,0,0,15,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Southpaw,35,"6' 1""",206 lbs,,,"76.5""",Syndicate MMA,,,,,
Khama Worthy,Lightweight,19-10-0,11,3,0,19,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,38,"5' 11""",155 lbs,,,"74""",Pittsburgh Academy,,,,,
Khamzat Chimaev,Middleweight,14-0-0,6,6,0,14,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,United Arab Emirates,Orthodox,31,"6' 2""",186 lbs,,,"75""",Allstars Training Center,,,,,
Khaos Williams,Welterweight,15-5-0,8,1,0,15,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,31,"6' 0""",170 lbs,,,"77""",Murcielago MMA,,,,,
Khusein Askhabov,Featherweight,23-1-0,6,10,0,23,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,United Arab Emirates,Orthodox,30,"5' 8""",146 lbs,,,"69""",Tiger Muay Thai,,,,,
Kiefer Crosbie,Welterweight,10-5-0,5,2,0,10,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Ireland,Switch,35,"5' 11""",171 lbs,,,"70""",SBG Ireland,,,,,
Kiichi Kunimoto,Welterweight,20-11-2,2,10,0,20,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Japan,Orthodox,44,"5' 10""",170 lbs,,,"71.5""",Cobra Kai MMA Dojo,,,,,
Kimbo Slice,Heavyweight,5-2-0,4,0,0,5,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,51,"6' 2""",225 lbs,,,"77""",American Top Team,,,,,
Kimo Leopoldo,Open Weight,4-5-1,2,2,0,4,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,,,,,,,,,,,,
King Green,Lightweight,32-17-1,11,9,0,32,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,38,"5' 10""",155 lbs,,,"71""",Pinnacle MMA,,,,,
Kiru Sahota,Flyweight,12-3-0,6,2,0,12,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,England,Orthodox,30,"5' 10""",125 lbs,,,"73""",Manchester Top Team,,,,,
Kitt Campbell,Welterweight,1-5-0,0,0,0,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Australia,--,31,"6' 2""",170 lbs,,,"74""",,,,,,
Kit Cope,,0-6-0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,48,"6' 0""",170 lbs,,,,,,,,,
KJ Noons,Lightweight,13-9-0,9,0,0,13,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,42,"5' 10""",170 lbs,,,"70""",The Arena,,,,,
Klaudia Sygula,Women's Bantamweight,7-2-0,2,1,0,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Poland,Orthodox,26,"5' 8""",135 lbs,,,"69""",Ankos MMA,,,,,
Kleydson Rodrigues,Bantamweight,8-4-0,4,2,0,8,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,29,"5' 5""",135 lbs,,,"67""",Team Nogueira,,,,,
Klidson Abreu,Light Heavyweight,16-5-0,4,10,0,16,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,32,"6' 2""",258 lbs,,,"75""",American Top Team,,,,,
Kody Steele,Lightweight,7-1-0,4,1,0,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,30,"5' 9""",156 lbs,,,"71""",Syndicate MMA,,,,,
Koji Kitao,Open Weight,1-1-0,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Southpaw,,,,,,,,,,,,
Koji Oishi,Featherweight,25-10-10,8,0,0,25,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,48,"5' 8""",145 lbs,,,,,,,,,
Kolton Englund,Lightweight,13-4-0,4,3,0,13,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,31,"5' 10""",155 lbs,,,"69""",,,,,,
Konstantin Erokhin,Heavyweight,9-4-0,8,0,0,9,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Russia,Orthodox,42,"5' 11""",205 lbs,,,"73""",,,,,,
Korey Kuppe,Welterweight,11-6-0,2,9,0,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Switch,36,"6' 5""",185 lbs,,,"75""",Macomb Martial Arts,,,,,
Koya Kanda,Featherweight,12-5-0,6,0,0,12,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Japan,Southpaw,29,"5' 9""",145 lbs,,,"75""",Paraestra Kashiwa,,,,,
Koyomi Matsushima,Featherweight,13-6-0,7,1,0,13,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Japan,Orthodox,32,"5' 7""",145 lbs,,,"66""",,,,,,
Kristian Rothaermel,Light Heavyweight,0-1-0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Open Stance,,,,,,,,,,,,
Kris McCray,Middleweight,8-5-0,1,4,0,8,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,43,"6' 0""",170 lbs,,,"76""",,,,,,
Kris Moutinho,Bantamweight,14-7-0,6,3,0,14,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Southpaw,32,"5' 7""",136 lbs,,,"68""",New England Cartel,,,,,
Kron Gracie,Featherweight,5-3-0,0,5,0,5,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Southpaw,36,"5' 9""",144 lbs,,,"70""",Kron Gracie Jiu-Jitsu,,,,,
Krzysztof Jotko,Middleweight,24-6-0,6,1,0,24,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Poland,Southpaw,35,"6' 1""",185 lbs,,,"77""",American Top Team,,,,,
Krzysztof Soszynski,Light Heavyweight,26-12-1,10,9,0,26,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Open Stance,47,"6' 1""",205 lbs,,,"77.5""",Reign MMA,,,,,
Kuniyoshi Hironaka,,8-8-0,2,2,0,8,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,49,"5' 10""",155 lbs,,,"70""",,,,,,
Kurt Holobaugh,Lightweight,22-10-0,8,10,0,22,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,38,"5' 11""",156 lbs,,,"70""",Gracie United,,,,,
Kurt Pellegrino,Lightweight,16-7-0,2,10,0,16,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,46,"5' 8""",155 lbs,,,"70.5""",,,,,,
Kuya Ito,Bantamweight,0-2-0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Japan,--,28,"5' 5""",135 lbs,,,,,,,,,
Kwan Ho Kwak,Bantamweight,9-2-0,6,0,0,9,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,South Korea,Switch,36,"5' 5""",135 lbs,,,"70""",Korean Top Team,,,,,
Kyler Phillips,Bantamweight,12-4-0,5,2,0,12,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,30,"5' 8""",135 lbs,,,"72""",MMA LAB,,,,,
Kyle Bochniak,Featherweight,11-7-0,2,2,0,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,38,"5' 7""",145 lbs,,,"71""",Broadway Jiu-Jitsu,,,,,
Kyle Bradley,,19-11-0,10,7,0,19,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,42,"5' 10""",170 lbs,,,"71""",,,,,,
Kyle Daukaus,Middleweight,15-4-0,1,11,0,15,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Southpaw,32,"6' 3""",184 lbs,,,"76""",Martinez BJJ,,,,,
Kyle Driscoll,Featherweight,14-4-0,6,1,0,14,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,30,"5' 11""",155 lbs,,,"74""",AKA (American Kickboxing Academy),,,,,
Kyle Jensen,Welterweight,1-6-1,1,0,0,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,,"5' 9""",180 lbs,,,,,,,,,
Kyle Kingsbury,Light Heavyweight,11-6-0,4,2,0,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,43,"6' 4""",205 lbs,,,"79""",AKA (American Kickboxing Academy),,,,,
Kyle Nelson,Featherweight,16-6-1,6,4,0,16,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Canada,Switch,34,"5' 11""",148 lbs,,,"71""",House Of Champions,,,,,
Kyle Noblitt,,9-1-0,3,4,0,9,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,--,,"6' 2""",205 lbs,,,,,,,,,
Kyle Noke,Welterweight,22-10-1,8,8,0,22,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Australia,Southpaw,45,"6' 2""",170 lbs,,,"76""",Integrated MMA,,,,,
Kyle Prepolec,Lightweight,18-9-0,10,4,0,18,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Canada,Southpaw,35,"5' 10""",156 lbs,,,"70""",Maximum Training Centre,,,,,
Kyle Reyes,,12-6-0,1,9,0,12,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Guam,--,,"5' 8""",135 lbs,,,,Guahan Top Team,,,,,
Kyle Stewart,Welterweight,15-6-0,7,3,0,15,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,36,"5' 9""",185 lbs,,,"76""",Arizona Combat Sports,,,,,
Kyle Watson,Lightweight,13-9-1,2,10,0,13,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,--,45,"6' 0""",155 lbs,,,,,,,,,
Kyoji Horiguchi,Flyweight,34-5-0,15,5,0,34,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Japan,Orthodox,34,"5' 5""",135 lbs,,,"66""",American Top Team,,,,,
Kyron Bowen,Middleweight,9-10-0,5,4,0,9,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,31,"6' 2""",170 lbs,,,"78""",Family Combat Fitness,,,,,
Kyung Ho Kang,Bantamweight,19-11-0,2,12,0,19,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Korea,Orthodox,37,"5' 9""",136 lbs,,,"73""",Busan Team M.A.D.,,,,,
Lance Benoist,Welterweight,7-2-0,1,4,0,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Southpaw,36,"5' 11""",170 lbs,,,"73""",St. Charles MMA,,,,,
Lance Lawrence,Featherweight,9-4-0,1,6,0,9,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,32,"6' 0""",145 lbs,,,"74""",,,,,,
Landon Quinones,Lightweight,7-3-1,5,1,0,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Southpaw,29,"5' 9""",155 lbs,,,"70""",MMA Science Academy,,,,,
Lando Vannata,Lightweight,12-7-2,4,5,0,12,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,33,"5' 9""",156 lbs,,,"71""",Jackson's MMA Acoma,,,,,
Lara Procopio,Women's Bantamweight,7-2-0,1,2,0,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,29,"5' 4""",125 lbs,,,"67""",Nova Uniao ,,,,,
Larissa Pacheco,Women's Bantamweight,23-5-0,11,8,0,23,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,30,"5' 6""",144 lbs,,,"69""",Tata Fight Team,,,,,
Larry Cureton,Open Weight,0-2-0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,,,,,,,,,,,,
Laureano Staropoli,Welterweight,13-7-0,7,2,0,13,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Argentina,Orthodox,32,"6' 1""",185 lbs,,,"71.5""",Teixeira MMA & Fitness,,,,,
Lauren Mueller,Women's Flyweight,5-4-0,1,0,0,5,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,33,"5' 5""",135 lbs,,,"67""",Alliance MMA,,,,,
Lauren Murphy,Women's Flyweight,16-7-0,8,1,0,16,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,42,"5' 5""",126 lbs,,,"67""",Renzo Gracie Houston,,,,,
Lavar Johnson,Heavyweight,18-10-0,16,2,0,18,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,48,"6' 3""",253 lbs,,,"82""",Pro Buhawe,,,,,
Laverne Clark,Welterweight,6-8-1,3,0,0,6,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,,,,,,,,,,,,
Lawrence Lui,Bantamweight,1-1-0,0,0,0,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Australia,--,,,135 lbs,,,,City Kickboxing,,,,,
Lazar Stojadinovic,Featherweight,14-9-0,3,6,0,14,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Serbia,Southpaw,36,"5' 7""",145 lbs,,,"68""",Xtreme Couture,,,,,
Leah Letson,Women's Featherweight,5-3-0,3,0,0,5,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,--,32,"5' 7""",145 lbs,,,"71""",Pura Vida BJJ,,,,,
Leandro Issa,Bantamweight,16-9-0,2,10,0,16,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,41,"5' 6""",135 lbs,,,"69""",Evolve MMA,,,,,
Lee Murray,Middleweight,2-1-0,1,1,0,2,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,,,,,,,,,,,,
Leigh Remedios,Featherweight,0-3-0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,,,,,,,,,,,,
Leonardo Damiani,Welterweight,10-7-1,2,6,0,10,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Italy,Orthodox,34,"5' 10""",170 lbs,,,"69""",Aurora MMA,,,,,
Leonardo De Oliveira,Middleweight,1-3-0,0,0,0,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,33,"6' 2""",185 lbs,,,,,,,,,
Leonardo Mafra,Catchweight,1-2-0,0,0,0,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,--,36,"5' 10""",170 lbs,,,,,,,,,
Leonardo Morales,Bantamweight,5-6-0,2,2,0,5,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Nicaragua,Southpaw,32,"5' 11""",145 lbs,,,"68""",,,,,,
Leonardo Santos,Lightweight,18-7-1,3,9,0,18,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,45,"6' 0""",156 lbs,,,"75""",Nova Uniao ,,,,,
Leonard Garcia,Featherweight,18-13-1,5,10,0,18,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,45,"5' 9""",145 lbs,,,"68""",Jackson-Wink MMA,,,,,
Leon Aliu,Middleweight,11-5-0,6,4,0,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Albania,Orthodox,35,"6' 0""",186 lbs,,,"74""",Shoot Team Academy,,,,,
Leon Edwards,Welterweight,22-5-0,7,3,0,22,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,England,Southpaw,33,"6' 2""",171 lbs,,,"74""",Renegade MMA,,,,,
Leon Shahbazyan,Welterweight,7-3-0,1,6,0,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,29,"6' 4""",170 lbs,,,"74.5""",Glendale Fighting Club,,,,,
Leo Kuntz,Lightweight,17-4-1,7,5,0,17,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,41,"5' 10""",155 lbs,,,"74""",,,,,,
Lerone Murphy,Featherweight,16-0-1,7,0,0,16,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,England,Orthodox,34,"5' 9""",145 lbs,,,"73""",Manchester Top Team,,,,,
Leslie Smith,Women's Bantamweight,12-9-1,5,0,0,12,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,42,"5' 9""",145 lbs,,,"66""",El Nino Training Center,,,,,
Levan Makashvili,Featherweight,16-2-1,6,1,0,16,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Georgia,Orthodox,36,"5' 8""",145 lbs,,,"68.5""",,,,,,
Lewis Gonzalez,Welterweight,11-4-0,2,5,0,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,37,"5' 10""",170 lbs,,,"73""",MMAGold Fight Team,,,,,
Liana Jojua,Women's Bantamweight,8-6-0,1,6,0,8,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Georgia,Orthodox,30,"5' 4""",128 lbs,,,"62""",Akhmat Fight Team,,,,,
Liang Na,Women's Strawweight,19-8-0,7,10,0,19,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,China,Orthodox,28,"5' 5""",126 lbs,,,"67""",Longyun MMA Gym,,,,,
Liliya Shakirova,Women's Flyweight,8-2-0,3,1,0,8,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Uzbekistan,Orthodox,33,"5' 4""",126 lbs,,,"65""",Old School MMA,,,,,
Lina Lansberg,Women's Bantamweight,10-8-0,4,0,0,10,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Sweden,Orthodox,43,"5' 7""",135 lbs,,,"65.5""",Redline Training Center,,,,,
Lisa Ellis,Women's Strawweight,15-11-0,0,11,0,15,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,--,42,"5' 4""",105 lbs,,,"62""",United Training Center,,,,,
Liudvik Sholinian,Bantamweight,9-4-1,1,3,0,9,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Ukraine,Orthodox,35,"5' 10""",135 lbs,,,"71""",Aurum Sport Club,,,,,
Livinha Souza,Women's Strawweight,14-4-0,2,8,0,14,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,34,"5' 3""",115 lbs,,,"63""",Team Maximo,,,,,
Liz Carmouche,Women's Flyweight,24-8-0,10,6,0,24,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,41,"5' 6""",127 lbs,,,"66""",Team Hurricane Awesome,,,,,
Li Jingliang,Welterweight,19-9-0,10,4,0,19,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,China,Orthodox,37,"6' 0""",171 lbs,,,"71.5""",Kill Cliff FC,,,,,
Lodune Sincaid,Light Heavyweight,1-4-0,0,0,0,1,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,,"5' 9""",205 lbs,,,,,,,,,
Logan Clark,Middleweight,3-3-0,2,0,0,3,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,40,"6' 2""",185 lbs,,,,,,,,,
Logan Urban,Welterweight,6-2-0,3,2,0,6,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,--,31,"6' 0""",170 lbs,,,"72""",,,,,,
Loik Radzhabov,Lightweight,18-6-1,8,5,0,18,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Tajikistan,Orthodox,34,"5' 11""",155 lbs,,,"69""",Kill Cliff FC,,,,,
Loma Lookboonmee,Women's Strawweight,10-3-0,1,1,0,10,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Thailand,Orthodox,29,"5' 1""",115 lbs,,,"61""",Lookboonmee Muay Thai Gym,,,,,
Loopy Godinez,Women's Strawweight,13-5-0,1,2,0,13,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Mexico,Orthodox,31,"5' 2""",116 lbs,,,"61""",Lobo Gym MMA,,,,,
Lorenzo Hood,Heavyweight,14-5-0,14,0,0,14,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Southpaw,36,"6' 3""",257 lbs,,,"80""",Strike MMA,,,,,
Lorenz Larkin,Welterweight,27-8-0,15,0,0,27,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,38,"5' 11""",170 lbs,,,"72.5""",Millennia MMA,,,,,
Louis Cosce,Welterweight,7-3-0,5,2,0,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,29,"5' 9""",170 lbs,,,"71""",Syndicate MMA,,,,,
Louis Gaudinot,Bantamweight,8-5-0,3,2,0,8,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,40,"5' 3""",125 lbs,,,"63""",Team Tiger Schulman,,,,,
Louis Smolka,Bantamweight,17-9-0,8,7,0,17,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,33,"5' 9""",136 lbs,,,"68.5""",Team Oyama,,,,,
Lowell Anderson,Middleweight,0-1-0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,,,,,,,,,,,,
Luana Carolina,Women's Flyweight,11-4-0,3,1,0,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,32,"5' 6""",125 lbs,,,"69""",Nova Uniao ,,,,,
Luana Pinheiro,Women's Strawweight,11-5-0,2,5,0,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,32,"5' 2""",115 lbs,,,"62.5""",Nova Uniao ,,,,,
Luana Santos,Women's Bantamweight,9-2-0,1,5,0,9,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,25,"5' 6""",136 lbs,,,"67""",011 MMA Team,,,,,
Luan Chagas,Welterweight,15-3-1,6,9,0,15,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,32,"6' 0""",170 lbs,,,"75""",Gile Ribeiro Team / Noguchi Team,,,,,
Luan Lacerda,Bantamweight,12-3-0,0,10,0,12,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,32,"5' 7""",136 lbs,,,"71.5""",Nova Uniao ,,,,,
Lucas Alexander,Featherweight,8-5-0,3,0,0,8,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,29,"5' 11""",148 lbs,,,"73""",Fusion X-Cel,,,,,
Lucas Almeida,,0-1-0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,--,,,,,,,,,,,,
Lucas Fernando,Middleweight,11-3-0,5,2,0,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,--,28,"6' 3""",185 lbs,,,"81.5""",Rizzo RVT,,,,,
Lucas Martins,Featherweight,16-5-0,10,4,0,16,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Southpaw,36,"6' 0""",145 lbs,,,"72""",Chute Boxe,,,,,
Lucas Rocha,Flyweight,17-2-0,10,4,0,17,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,24,"5' 3""",125 lbs,,,"64""",Renovacao Fight Team,,,,,
Lucie Pudilova,Women's Flyweight,15-11-0,3,2,0,15,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Czechia,Orthodox,31,"5' 8""",126 lbs,,,"67.5""",SBG Ireland,,,,,
